Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
2016-06-26T22:27:20Z,1.125318341,France,1.55,108685.89,1.56,92172.99,Rep of Ireland,9.6,3393.74,9.8,121.51,The Draw,3.9,1624.73,3.95,11906.52,11906.52,100.5738%,-0.0057055
2016-06-26T22:27:22Z,1.12531775,Germany,1.5,40819.06,1.51,18334.95,Slovakia,10,3629.65,10.5,520.4,The Draw,4.2,809,4.3,20822.64,20822.64,100.4762%,-0.0047393
2016-06-26T22:27:24Z,1.125318745,Hungary,6.8,1492.8,7,559.96,Belgium,1.77,5330.97,1.78,5420.77,The Draw,3.4,14617.46,3.45,3225.26,3225.26,100.6148%,-0.0061107
2016-06-26T22:27:26Z,1.12530855,Italy,4.6,2584.59,4.7,434.83,Spain,2.18,7292.84,2.2,2899.33,The Draw,3,77915.17,3.05,62578.92,62578.92,100.9440%,-0.0093519
2016-06-26T22:27:28Z,1.125317176,England,1.59,8102.13,1.6,6912.96,Iceland,8.8,2052.82,9,111.27,The Draw,3.8,4105.59,3.9,7644.36,7644.36,100.5725%,-0.0056925
2016-06-26T22:27:30Z,1.125363729,Poland,3.9,1130.9,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:27:34Z,1.125318341,France,1.55,92708.01,1.56,96419.59,Rep of Ireland,9.8,305.35,10,6811.78,The Draw,3.9,3747.89,3.95,12022.04,12022.04,100.3612%,-0.0035994
2016-06-26T22:27:35Z,1.12531775,Germany,1.5,40639.11,1.51,18411.64,Slovakia,10,3629.65,10.5,477.73,The Draw,4.2,809,4.3,20822.64,20822.64,100.4762%,-0.0047393
2016-06-26T22:27:38Z,1.125318745,Hungary,6.8,1492.8,7,559.96,Belgium,1.77,5457.18,1.78,5420.77,The Draw,3.4,14617.46,3.45,3290.59,3290.59,100.6148%,-0.0061107
2016-06-26T22:27:40Z,1.12530855,Italy,4.6,2584.59,4.7,426.2,Spain,2.18,7292.84,2.2,1986.33,The Draw,3,77901.65,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:27:42Z,1.125317176,England,1.59,8102.13,1.6,6912.96,Iceland,8.8,2052.82,9,111.27,The Draw,3.8,4105.59,3.9,7644.36,7644.36,100.5725%,-0.0056925
2016-06-26T22:27:44Z,1.125363729,Poland,3.9,1130.9,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:27:49Z,1.125318341,France,1.55,92644.19,1.56,95541.53,Rep of Ireland,9.8,293.36,10,6803.25,The Draw,3.9,3930.91,3.95,11848.23,11848.23,100.3612%,-0.0035994
2016-06-26T22:27:51Z,1.12531775,Germany,1.5,40819.06,1.51,18336.77,Slovakia,10,3629.65,10.5,477.73,The Draw,4.2,809,4.3,20822.64,20822.64,100.4762%,-0.0047393
2016-06-26T22:27:52Z,1.125318745,Hungary,6.8,1430,7,1052.85,Belgium,1.77,6287.2,1.78,5421.84,The Draw,3.4,14617.46,3.45,3290.59,3290.59,100.6148%,-0.0061107
2016-06-26T22:27:54Z,1.12530855,Italy,4.6,2584.59,4.7,434.83,Spain,2.18,7292.84,2.2,1986.33,The Draw,3,77915.17,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:27:56Z,1.125317176,England,1.59,8102.13,1.6,7204.7,Iceland,8.8,1939.61,9,169.54,The Draw,3.85,136.21,3.9,7644.36,7644.36,100.2307%,-0.0023021
2016-06-26T22:27:59Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:28:04Z,1.125318341,France,1.55,92782.25,1.56,96416.62,Rep of Ireland,9.8,305.35,10,6811.78,The Draw,3.9,3747.89,3.95,12022.04,12022.04,100.3612%,-0.0035994
2016-06-26T22:28:06Z,1.12531775,Germany,1.5,40653.95,1.51,17589.94,Slovakia,10,3629.65,10.5,477.73,The Draw,4.2,809,4.3,20822.64,20822.64,100.4762%,-0.0047393
2016-06-26T22:28:08Z,1.125318745,Hungary,6.8,1492.8,7,1052.85,Belgium,1.77,6281.26,1.78,5896.6,The Draw,3.4,14617.46,3.45,3290.59,3290.59,100.6148%,-0.0061107
2016-06-26T22:28:10Z,1.12530855,Italy,4.6,2584.59,4.7,434.83,Spain,2.18,7292.84,2.2,1986.33,The Draw,3,77915.17,3.05,62578.92,62578.92,100.9440%,-0.0093519
2016-06-26T22:28:12Z,1.125317176,England,1.59,8102.13,1.6,7264.96,Iceland,8.8,1939.61,9,169.54,The Draw,3.85,136.21,3.9,7644.36,7644.36,100.2307%,-0.0023021
2016-06-26T22:28:14Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:28:17Z,1.125318341,France,1.55,92644.19,1.56,95541.53,Rep of Ireland,9.8,293.36,10,6803.25,The Draw,3.9,3930.91,3.95,11848.23,11848.23,100.3612%,-0.0035994
2016-06-26T22:28:20Z,1.12531775,Germany,1.5,40633.63,1.51,18466.65,Slovakia,10,3613.88,10.5,477.73,The Draw,4.2,809,4.3,20785.96,20785.96,100.4762%,-0.0047393
2016-06-26T22:28:22Z,1.125318745,Hungary,6.8,1430,7,1052.85,Belgium,1.77,6287.2,1.78,5406.99,The Draw,3.4,14617.46,3.45,3290.59,3290.59,100.6148%,-0.0061107
2016-06-26T22:28:25Z,1.12530855,Italy,4.6,2584.59,4.7,426.2,Spain,2.18,7292.84,2.2,1986.33,The Draw,3,77901.65,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:28:27Z,1.125317176,England,1.59,8102.13,1.6,7264.96,Iceland,8.8,1939.61,9,169.54,The Draw,3.85,136.21,3.9,7644.36,7644.36,100.2307%,-0.0023021
2016-06-26T22:28:29Z,1.125363729,Poland,3.9,1130.9,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:28:32Z,1.125318341,France,1.54,250904.35,1.55,127933.77,Rep of Ireland,9.8,4444.7,10,5701.52,The Draw,3.95,6828.87,4,9900.31,9900.31,100.4556%,-0.0045354
2016-06-26T22:28:35Z,1.12531775,Germany,1.5,40595.07,1.51,18211.86,Slovakia,10,3613.88,10.5,477.73,The Draw,4.2,809,4.3,20752.66,20752.66,100.4762%,-0.0047393
2016-06-26T22:28:37Z,1.125318745,Hungary,6.8,1430,7,1052.85,Belgium,1.77,6287.2,1.78,5406.99,The Draw,3.4,14617.46,3.45,3290.59,3290.59,100.6148%,-0.0061107
2016-06-26T22:28:39Z,1.12530855,Italy,4.6,2584.59,4.7,426.2,Spain,2.18,7292.84,2.2,9290.33,The Draw,3,77901.65,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:28:41Z,1.125317176,England,1.59,8102.13,1.6,7264.96,Iceland,8.8,1939.61,9,169.54,The Draw,3.85,136.21,3.9,7644.36,7644.36,100.2307%,-0.0023021
2016-06-26T22:28:43Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:28:47Z,1.125318341,France,1.54,250876.12,1.55,126889.87,Rep of Ireland,9.8,4429.86,10,5792.82,The Draw,3.95,7030.8,4,10246.56,10246.56,100.4556%,-0.0045354
2016-06-26T22:28:49Z,1.12531775,Germany,1.5,40595.07,1.51,18211.86,Slovakia,10,3613.88,10.5,474.07,The Draw,4.2,809,4.3,20752.66,20752.66,100.4762%,-0.0047393
2016-06-26T22:28:51Z,1.125318745,Hungary,6.8,1430,7,1052.85,Belgium,1.77,6268.93,1.78,5388.84,The Draw,3.4,14617.46,3.45,3216.3,3216.3,100.6148%,-0.0061107
2016-06-26T22:28:53Z,1.12530855,Italy,4.6,2584.59,4.7,426.2,Spain,2.18,7224.37,2.2,9290.33,The Draw,3,77901.65,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:28:55Z,1.125317176,England,1.59,8102.13,1.6,7264.96,Iceland,8.8,1939.61,9,169.54,The Draw,3.85,136.21,3.9,7644.36,7644.36,100.2307%,-0.0023021
2016-06-26T22:28:57Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:29:01Z,1.125318341,France,1.54,250904.35,1.55,127933.77,Rep of Ireland,9.8,4444.7,10,5701.52,The Draw,3.95,6828.87,4,9900.31,9900.31,100.4556%,-0.0045354
2016-06-26T22:29:03Z,1.12531775,Germany,1.5,40595.07,1.51,18211.86,Slovakia,10,3613.88,10.5,477.73,The Draw,4.2,809,4.3,20752.66,20752.66,100.4762%,-0.0047393
2016-06-26T22:29:07Z,1.125318745,Hungary,6.8,1474.54,7,1036.63,Belgium,1.77,6268.93,1.78,5613.65,The Draw,3.4,14617.46,3.45,3115.59,3115.59,100.6148%,-0.0061107
2016-06-26T22:29:09Z,1.12530855,Italy,4.6,2584.59,4.7,426.2,Spain,2.18,7224.37,2.2,9290.33,The Draw,3,77901.65,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:29:11Z,1.125317176,England,1.59,8102.13,1.6,7264.96,Iceland,8.8,1939.61,9,169.54,The Draw,3.85,136.21,3.9,7644.36,7644.36,100.2307%,-0.0023021
2016-06-26T22:29:13Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:29:16Z,1.125318341,France,1.54,250721.75,1.55,128010.75,Rep of Ireland,9.8,4451.52,10,5701.52,The Draw,3.95,6086.47,4,9900.31,9900.31,100.4556%,-0.0045354
2016-06-26T22:29:18Z,1.12531775,Germany,1.5,40576.81,1.51,18200.18,Slovakia,10,3608.55,10.5,948.47,The Draw,4.2,805.35,4.3,20740.26,20740.26,100.4762%,-0.0047393
2016-06-26T22:29:20Z,1.125318745,Hungary,6.8,1430,7,992.09,Belgium,1.77,6268.93,1.78,5325.85,The Draw,3.4,14617.46,3.45,3115.59,3115.59,100.6148%,-0.0061107
2016-06-26T22:29:22Z,1.12530855,Italy,4.6,2584.59,4.7,426.2,Spain,2.18,7224.37,2.2,9223.14,The Draw,3,77901.65,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:29:24Z,1.125317176,England,1.59,8102.13,1.6,7264.96,Iceland,8.8,1939.61,9,169.54,The Draw,3.85,136.21,3.9,7644.36,7644.36,100.2307%,-0.0023021
2016-06-26T22:29:26Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:29:30Z,1.125318341,France,1.54,215276.41,1.55,127361.27,Rep of Ireland,9.8,4374.88,10,5705.01,The Draw,3.95,3744.77,4,10539.88,10539.88,100.4556%,-0.0045354
2016-06-26T22:29:32Z,1.12531775,Germany,1.5,40576.81,1.51,16031.67,Slovakia,10,3608.55,10.5,648.62,The Draw,4.2,115.12,4.3,20740.26,20740.26,100.4762%,-0.0047393
2016-06-26T22:29:34Z,1.125318745,Hungary,6.8,1430,7,992.09,Belgium,1.77,6268.93,1.78,5388.84,The Draw,3.4,14617.46,3.45,3216.3,3216.3,100.6148%,-0.0061107
2016-06-26T22:29:36Z,1.12530855,Italy,4.6,2320.29,4.7,711.19,Spain,2.18,7219.02,2.2,9236.91,The Draw,3,78348.13,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:29:37Z,1.125317176,England,1.59,8203.09,1.6,6831.71,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.9,7685.52,7685.52,100.5725%,-0.0056925
2016-06-26T22:29:39Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:29:43Z,1.125318341,France,1.54,208137.7,1.55,126667.08,Rep of Ireland,9.8,4320.98,10,5711.7,The Draw,3.95,1898.01,4,11538.42,11538.42,100.4556%,-0.0045354
2016-06-26T22:29:45Z,1.12531775,Germany,1.5,40576.81,1.51,18200.18,Slovakia,10,3608.55,10.5,948.47,The Draw,4.2,805.35,4.3,20740.26,20740.26,100.4762%,-0.0047393
2016-06-26T22:29:47Z,1.125318745,Hungary,6.8,1364.34,7,1083.58,Belgium,1.77,8341.57,1.78,7833.85,The Draw,3.4,14617.46,3.45,2670.15,2670.15,100.6148%,-0.0061107
2016-06-26T22:29:49Z,1.12530855,Italy,4.6,2584.59,4.7,691.76,Spain,2.18,7224.37,2.2,9229.6,The Draw,3,78317.69,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:29:51Z,1.125317176,England,1.59,8203.09,1.6,6831.71,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.9,7685.52,7685.52,100.5725%,-0.0056925
2016-06-26T22:29:53Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:29:57Z,1.125318341,France,1.54,239696.84,1.55,126815.56,Rep of Ireland,9.8,4293.81,10,5670.42,The Draw,3.95,1892.3,4,11413.64,11413.64,100.4556%,-0.0045354
2016-06-26T22:29:59Z,1.12531775,Germany,1.5,40576.81,1.51,18200.18,Slovakia,10,3608.55,10.5,948.47,The Draw,4.2,805.35,4.3,20740.26,20740.26,100.4762%,-0.0047393
2016-06-26T22:30:01Z,1.125318745,Hungary,6.8,1364.34,7,1083.58,Belgium,1.77,8341.57,1.78,7833.85,The Draw,3.4,14617.46,3.45,3115.59,3115.59,100.6148%,-0.0061107
2016-06-26T22:30:03Z,1.12530855,Italy,4.6,2584.59,4.7,678.52,Spain,2.18,7224.37,2.2,9236.91,The Draw,3,78296.95,3.05,62548.48,62548.48,100.9440%,-0.0093519
2016-06-26T22:30:05Z,1.125317176,England,1.59,8102.13,1.6,6771.45,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:30:07Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:30:10Z,1.125318341,France,1.54,239338.05,1.55,126362.78,Rep of Ireland,9.8,4572.07,10,5670.42,The Draw,3.95,3068.16,4,11424.04,11424.04,100.4556%,-0.0045354
2016-06-26T22:30:12Z,1.12531775,Germany,1.5,40576.81,1.51,16031.67,Slovakia,10,3608.55,10.5,648.62,The Draw,4.2,115.12,4.3,20740.26,20740.26,100.4762%,-0.0047393
2016-06-26T22:30:14Z,1.125318745,Hungary,6.8,1348.01,7,1095.46,Belgium,1.77,8345.22,1.78,7759.61,The Draw,3.4,14617.46,3.45,2628.15,2628.15,100.6148%,-0.0061107
2016-06-26T22:30:16Z,1.12530855,Italy,4.6,2340.27,4.7,727.52,Spain,2.18,7219.02,2.2,9135.88,The Draw,3,78373.72,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:30:18Z,1.125317176,England,1.59,8102.13,1.6,6728.53,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:30:20Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:30:24Z,1.125318341,France,1.54,239338.05,1.55,126325.06,Rep of Ireland,9.8,4499.03,10,5670.42,The Draw,3.95,3068.16,4,11424.04,11424.04,100.4556%,-0.0045354
2016-06-26T22:30:26Z,1.12531775,Germany,1.5,40525.82,1.51,16022.11,Slovakia,10,3604.9,10.5,635.26,The Draw,4.2,115.12,4.3,20731.76,20731.76,100.4762%,-0.0047393
2016-06-26T22:30:28Z,1.125318745,Hungary,6.8,1348.01,7,1095.46,Belgium,1.77,8345.22,1.78,7723.09,The Draw,3.4,14617.46,3.45,2628.15,2628.15,100.6148%,-0.0061107
2016-06-26T22:30:30Z,1.12530855,Italy,4.6,2340.27,4.7,727.52,Spain,2.18,7219.02,2.2,9135.88,The Draw,3,78373.72,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:30:32Z,1.125317176,England,1.59,8102.13,1.6,6771.45,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:30:34Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:30:38Z,1.125318341,France,1.54,239338.05,1.55,126287.81,Rep of Ireland,9.8,4499.03,10,5670.42,The Draw,3.95,3068.16,4,11424.04,11424.04,100.4556%,-0.0045354
2016-06-26T22:30:40Z,1.12531775,Germany,1.5,40525.82,1.51,15928.06,Slovakia,10,3604.9,10.5,588.09,The Draw,4.2,115.12,4.3,20731.76,20731.76,100.4762%,-0.0047393
2016-06-26T22:30:42Z,1.125318745,Hungary,6.8,1364.34,7,1083.58,Belgium,1.77,8341.57,1.78,7833.85,The Draw,3.4,14617.46,3.45,2628.15,2628.15,100.6148%,-0.0061107
2016-06-26T22:30:44Z,1.12530855,Italy,4.6,2340.27,4.7,775.03,Spain,2.18,7219.02,2.2,9050.01,The Draw,3,78448.15,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:30:46Z,1.125317176,England,1.59,8102.13,1.6,6728.53,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:30:48Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:30:52Z,1.125318341,France,1.54,183921.89,1.55,126467.66,Rep of Ireland,9.8,4428.93,10,5034.98,The Draw,3.95,3077.4,4,11414.8,11414.8,100.4556%,-0.0045354
2016-06-26T22:30:54Z,1.12531775,Germany,1.5,40525.82,1.51,16022.11,Slovakia,10,3604.9,10.5,588.09,The Draw,4.2,115.12,4.3,20731.76,20731.76,100.4762%,-0.0047393
2016-06-26T22:30:56Z,1.125318745,Hungary,6.8,1348.01,7,1095.46,Belgium,1.77,8345.22,1.78,7759.61,The Draw,3.4,14617.46,3.45,2628.15,2628.15,100.6148%,-0.0061107
2016-06-26T22:30:58Z,1.12530855,Italy,4.6,2340.27,4.7,775.03,Spain,2.18,7219.02,2.2,9050.01,The Draw,3,78448.15,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:31:03Z,1.125317176,England,1.59,8102.13,1.6,6683.54,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:31:05Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:31:09Z,1.125318341,France,1.54,183711.42,1.55,126133.39,Rep of Ireland,9.8,4389.04,10,5034.98,The Draw,3.95,3069.39,4,11343.54,11343.54,100.4556%,-0.0045354
2016-06-26T22:31:11Z,1.12531775,Germany,1.5,40518.39,1.51,15928.06,Slovakia,10,3601.25,10.5,588.09,The Draw,4.2,115.12,4.3,20723.27,20723.27,100.4762%,-0.0047393
2016-06-26T22:31:13Z,1.125318745,Hungary,6.8,1344.35,7,1079.7,Belgium,1.77,8337.92,1.78,7713.85,The Draw,3.4,14617.46,3.45,2614.8,2614.8,100.6148%,-0.0061107
2016-06-26T22:31:15Z,1.12530855,Italy,4.6,2340.27,4.7,775.03,Spain,2.18,7219.02,2.2,9236.85,The Draw,3,78448.15,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:31:17Z,1.125317176,England,1.59,8102.13,1.6,6683.54,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:31:22Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:31:25Z,1.125318341,France,1.54,183493.16,1.55,125963.39,Rep of Ireland,9.8,4367.12,10,5034.98,The Draw,3.95,3069.39,4,11343.54,11343.54,100.4556%,-0.0045354
2016-06-26T22:31:27Z,1.12531775,Germany,1.5,40666.8,1.51,17007.12,Slovakia,10,3601.25,10.5,588.09,The Draw,4.2,115.12,4.3,20723.27,20723.27,100.4762%,-0.0047393
2016-06-26T22:31:29Z,1.125318745,Hungary,6.8,1344.35,7,1099.11,Belgium,1.77,8337.92,1.78,7723.09,The Draw,3.4,14617.46,3.45,2614.8,2614.8,100.6148%,-0.0061107
2016-06-26T22:31:31Z,1.12530855,Italy,4.6,2340.27,4.7,775.03,Spain,2.18,7219.02,2.2,9050.01,The Draw,3,78448.15,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:31:33Z,1.125317176,England,1.59,8102.13,1.6,6683.54,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:31:35Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:31:38Z,1.125318341,France,1.54,183711.42,1.55,126133.39,Rep of Ireland,9.8,4389.04,10,5034.98,The Draw,3.95,3069.39,4,11343.54,11343.54,100.4556%,-0.0045354
2016-06-26T22:31:40Z,1.12531775,Germany,1.5,40666.87,1.51,17262.86,Slovakia,10,3601.25,10.5,588.09,The Draw,4.2,115.12,4.3,20723.27,20723.27,100.4762%,-0.0047393
2016-06-26T22:31:42Z,1.125318745,Hungary,6.8,1344.35,7,1079.7,Belgium,1.77,8337.92,1.78,7713.63,The Draw,3.4,14617.46,3.45,2614.8,2614.8,100.6148%,-0.0061107
2016-06-26T22:31:44Z,1.12530855,Italy,4.6,2340.27,4.7,775.03,Spain,2.18,7219.02,2.2,8970.71,The Draw,3,78448.15,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:31:46Z,1.125317176,England,1.59,8102.13,1.6,6683.54,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:31:48Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:31:51Z,1.125318341,France,1.54,183626.78,1.55,126063.08,Rep of Ireland,9.8,4367.12,10,5034.98,The Draw,3.95,3069.39,4,11343.54,11343.54,100.4556%,-0.0045354
2016-06-26T22:31:53Z,1.12531775,Germany,1.5,40666.8,1.51,17007.12,Slovakia,10,3601.25,10.5,573.48,The Draw,4.2,115.12,4.3,20723.27,20723.27,100.4762%,-0.0047393
2016-06-26T22:31:55Z,1.125318745,Hungary,6.8,1344.35,7,1474.19,Belgium,1.77,8454.92,1.78,7713.63,The Draw,3.4,14617.46,3.45,2569.14,2569.14,100.6148%,-0.0061107
2016-06-26T22:31:57Z,1.12530855,Italy,4.6,2340.27,4.7,775.03,Spain,2.18,7219.02,2.2,9050.01,The Draw,3,78448.15,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:31:59Z,1.125317176,England,1.59,8102.13,1.6,6683.54,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:32:01Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:32:05Z,1.125318341,France,1.54,182567.31,1.55,122169.66,Rep of Ireland,9.8,5066.76,10,3820.26,The Draw,3.95,3166.78,4,11633.24,11633.24,100.4556%,-0.0045354
2016-06-26T22:32:06Z,1.12531775,Germany,1.5,40666.8,1.51,16912.12,Slovakia,10,3601.25,10.5,573.48,The Draw,4.2,115.12,4.3,20723.27,20723.27,100.4762%,-0.0047393
2016-06-26T22:32:08Z,1.125318745,Hungary,6.8,1344.35,7,1474.19,Belgium,1.77,8337.92,1.78,7713.63,The Draw,3.4,14617.46,3.45,2614.8,2614.8,100.6148%,-0.0061107
2016-06-26T22:32:10Z,1.12530855,Italy,4.6,2340.27,4.7,775.03,Spain,2.18,7219.02,2.2,8970.71,The Draw,3,78448.15,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:32:12Z,1.125317176,England,1.59,8102.13,1.6,6683.54,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:32:14Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:32:18Z,1.125318341,France,1.54,182597.48,1.55,122585.42,Rep of Ireland,9.8,5099.86,10,3825.3,The Draw,3.95,3166.78,4,11633.24,11633.24,100.4556%,-0.0045354
2016-06-26T22:32:20Z,1.12531775,Germany,1.5,40615.67,1.51,16680.12,Slovakia,10,3601.25,10.5,573.48,The Draw,4.2,115.12,4.3,20692.34,20692.34,100.4762%,-0.0047393
2016-06-26T22:32:22Z,1.125318745,Hungary,6.8,1526.95,7,1474.19,Belgium,1.77,8451.92,1.78,7668.39,The Draw,3.4,14617.46,3.45,2569.14,2569.14,100.6148%,-0.0061107
2016-06-26T22:32:24Z,1.12530855,Italy,4.6,2340.27,4.7,775.03,Spain,2.18,7219.02,2.2,9102.64,The Draw,3,78448.15,3.05,62458.48,62458.48,100.9440%,-0.0093519
2016-06-26T22:32:26Z,1.125317176,England,1.59,8102.13,1.6,6683.54,Iceland,8.8,2056.47,9,111.27,The Draw,3.8,4035.14,3.85,20.78,20.78,100.5725%,-0.0056925
2016-06-26T22:32:28Z,1.125363729,Poland,3.9,856.14,4,397.85,Portugal,2.38,93.46,2.4,7292.81,The Draw,3.05,89.58,3.1,16362.39,16362.39,100.4447%,-0.0044275
2016-06-26T22:32:31Z,1.125318341,France,1.54,181427.39,1.55,122336.3,Rep of Ireland,9.8,5066.76,10,3820.26,The Draw,3.95,3166.78,4,11615.68,11615.68,100.4556%,-0.0045354
2016-06-26T22:32:33Z,1.12531775,Germany,1.5,40231.27,1.51,15994.47,Slovakia,10.5,7972.56,11,7876.44,The Draw,4.1,6196.6,4.2,14646.34,14646.34,100.5807%,-0.0057737
